There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
The central figure of Charity is the most antique, assimilating elements of Classical depictions of Abundantia, Ceres, and Juno, all of which were depicted with cornucopias in their left hands.	A figura central da Caridade é mais antiga, assimilando elementos das representações clássicas de Abundância, Ceres e Juno, todas representadas com cornucópias nas mão esquerda.
Besides underscoring the antiquity of the tomb monument, the main purpose of the tall yet poorly finished Virtues is to put additional vertical distance between the viewer and the effigy, which has the cumulative effect of de-emphasizing the peculiarities of Cossa, in favor of a generic pontiff (i.e. a potential line of Florentine popes), by blunting the "immediacy" of the trope of lying in state, which was otherwise dominant on Quattrocento wall tombs.	Além de ressaltar a antiguidade do monumento tumular, o objetivo principal das Virtudes altas, porém com um acabamento pobre, é colocar a distância vertical adicional entre o espectador e a efígie, o que tem um efeito cumulativo de desenfatizar as peculiaridades de Cossa, em favor de um pontífice genérico (isto é, uma linha potencial de papas florentinos), diminuindo a intensidade do “imediatismo” do tropo velado, que de outra forma era dominante nos túmulos de parede do Quattrocento.
On top of the sarcophagus, the bier of the effigy is supported by lions whose shape mimics Trecento consoles.	Na parte de cima do sarcófago, o esquife da efígie é apoiado por leões cuja forma imita os consoles do Trecento.
The lions may be based on the Florentine Marzocco, as if to mark John XXIII in the same manner as a conquered city-state.	Os leões podem ter sido baseados no Marzocco florentino, para marcar João XXIII assim como uma cidade-estado conquistada.
As Donatello's Marzocco for the papal apartment in Santa Maria Novella conveyed Florence's ambivalence towards Martin V (as both a source of prestige by visiting, and a potential adversary of the Republic), the lions supporting the bier contextualize the tomb monument's support for John XXIII's claim to the papacy by cementing it as a Florentine claim.	Como o Marzocco de Donatello para o apartamento papal em Santa Maria Novella transmitiu a ambivalência de Florença em relação a Martinho V (como fonte de prestígio pela visita e um potencial adversário da República), os leões que sustentam o esquife contextualizam o apoio do monumento tumular à reivindicação de João XXIII ao papado, consolidando-o como uma reivindicação florentina.
Yet, any iconographical interpretation of the lions must be taken with a grain of salt as lions are symbolically promiscuous, and are also seen as supports on earlier tombs, such as that of Lapo de' Bardi (d. 1342) in the Bargello.	Porém, qualquer interpretação iconográfica dos leões deve ser tomada com ceticismo, pois os leões são simbolicamente promíscuos e também podem ser vistos como suportes em túmulos anteriores, como o de Lapo de'Bardi (d. 1342) no Bargello.
The bier and the pall spread over it are tilted towards the viewer with the lion supporting the head standing 2-centimetre (1 in) shorter, increasing the visibility of the effigy, especially the head.	O esquife e o manto espalhado sobre ele estão inclinados em direção ao espectador com um leão apoiando a cabeça 2 centímetros (1 polegada) mais curta, aumentando a visibilidade da efígie, especialmente da cabeça.
The gilded-bronze, life-size effigy itself makes no attempt to argue for Cossa's papal status, dressing Cossa clearly in the costume of a cardinal; the bedding it rests on is of un-gilt bronze.	A própria efígie bronze com dourado em tamanho natural não argumenta em favor do status papal de Cossa, vestindo-o claramente com o traje de cardeal; a roupa de cama sobre a qual ele repousa é de bronze, não dourada.
The opening in the 16th century of the sarcophagus confirmed that Cossa's actual burial clothes matched the effigy.	A abertura no século XVI do sarcófago confirmou que as roupas funerárias reais de Cossa combinavam com as da efígie.
There was no precedent for a three-dimensional gilded-bronze effigy on an Italian tomb monument; there was, however, a 6-foot (1.83 m) gilt bronze statue on the balcony of the Palazzo della Briada in Bologna commissioned by Pope Boniface VIII.	Não havia precedente para uma efígie tridimensional de bronze com dourado em um túmulo italiano; havia, no entanto, uma estátua de bronze com dourado de 6 pés (1,83 metros) na varanda do Palazzo della Briada, em Bolonha, encomendada pelo Papa Bonifácio VIII.
Chief Wiggum pulls Troy McClure over for dangerous driving.	Chefe Wiggum detém Troy McClure por direção perigosa.
Not wishing to be required to wear his glasses while driving, Troy goes to the DMV to get his license changed to remove the requirement.	Não querendo ser obrigado a usar óculos enquanto dirige, Troy vai ao DMV para mudar a sua licença e remover a exigência.
He offers to take DMV employee Selma Bouvier to dinner if she lets him pass the eye test, to which she agrees.	Ele se oferece para levar a funcionária do DMV Selma Bouvier para jantar se ela o deixar passar no teste oftalmológico, com o qual ela concorda.
After dinner, photographers notice Troy leaving with Selma and the story hits the news.	Após o jantar, fotógrafos notam Troy saindo com Selma e a história vira notícia.
The next day, Troy's agent, MacArthur Parker, calls and says that he can get work again if he continues seeing Selma.	No dia seguinte, o agente de Troy, MacArthur Parker, liga e diz que ele pode voltar a trabalhar se continuar saindo com a Selma.
Troy continues to date her and his career begins to recover.	Troy segue namorando ela e sua carreira começa a se recuperar.
On his agent's advice, Troy asks Selma to marry him; she agrees.	Seguindo o conselho de seu agente, Troy pede Selma em casamento; e ela concorda.
The night before the wedding, a drunk Troy tells Homer the reason for his marriage: he doesn't really love Selma, and he just plans to use her as a sham wife to help further his career.	Na noite anterior ao casamento, um Troy bêbado conta a Homer o motivo de seu casamento: ele não ama Selma de verdade e planeja usá-la com uma falsa esposa para ajudar sua carreira.
Although Homer fails to act, Marge and Patty try to explain it to Selma, who accuses them of just being envious.	Embora Homer não consiga agir, Marge e Patty tentam explicar a Selma, que as acusa de serem apenas invejosas.
She confronts Troy, who shamelessly admits that their marriage is a sham but explains she has everything she could want and will be "the envy of every other sham wife in town".	Ela confronta Troy, que descaradamente admite que seu casamento é uma farsa, mas explica que ela tem tudo o que poderia querer e será “a inveja de todas as outras esposas falsas da cidade”.
Selma has doubts, but accepts the situation because she fears being alone.	Selma tem dúvidas, mas concorda com a situação porque tem medo de ficar sozinha.
Parker thinks he can get Troy the part of McBain's sidekick in McBain IV: Fatal Discharge, but concludes he will have a better chance if he has a family.	Parker julga que pode conseguir para Troy o papel de ajudante do McBain em McBain IV: Fatal Discharge, mas conclui que terá uma chance melhor se ele tiver uma família.
Troy and Selma try to conceive a child, but neither feels comfortable with their situation, and Selma finally leaves after deciding that bringing a child into a loveless family is wrong.	Troy e Selma tentam conceber um filho, mas nenhum dos dois se sente confortável com a situação, e Selma finalmente vai embora após decidir que trazer um filho para a uma família sem amor está errado.
During the first half of the end credits, news confirmed that Troy turns down the role of McBain's sidekick to direct and star in his own film, The Contrabulous Fabtraption of Professor Horatio Hufnagel.	Durante a primeira metade dos créditos finais, as notícias confirmam que Troy recusa o papel de ajudante do McBain para dirigir e estrelar o seu próprio filme, The Contrabulous Fabtraption Horatio Hufnagel.
Show runners Bill Oakley and Josh Weinstein were fans of actor Phil Hartman, who had been a recurring guest star since the second season.	Os showrunners Bill Oakley e Josh Weinstein eram fãs do ator Phil Hartman, que tem sido um convidado recorrente desde a segunda temporada.
